USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
720324,64753,QUAKERTOWN AIRPORT,US,PA,KUKT,40.435,-75.382,160.3,20060101,20200212
720326,4981,VINTON VETERANS MEMORIAL AIRPARK AIRPORT,US,IA,KVTI,42.219,-92.026,257.6,20060101,20200211
720327,4995,MENOMONIE MUNICIPAL AIRPORT-SCORE FIELD,US,WI,KLUM,44.892,-91.868,272.8,20060101,20200211
720328,63832,UPSHUR COUNTY RGNL AIRPORT,US,WV,KW22,39,-80.274,498.4,20060101,20200212
720330,63853,MOUNT CARMEL MUNICIPAL AIRPORT,US,IL,KAJG,38.607,-87.727,161.2,20060101,20200211
720333,53175,CORONA MUNICIPAL AIRPORT,US,CA,KAJO,33.898,-117.602,162.5,20060907,20200211
720334,93764,GAITHERSBURG MONTGOMERY COUNTY AIR PARK,US,MD,KGAI,39.167,-77.167,164.3,20071017,20200212
720339,121,RYAN FIELD AIRPORT,US,AZ,KRYN,32.15,-111.167,737,20071115,20200211
720340,54818,FRANKFORT DOW MEMORIAL FIELD AIRPORT,US,MI,KFKS,44.626,-86.201,192.6,20060101,20200211
720342,53947,WATONGA AIRPORT,US,OK,KJWG,35.864,-98.421,471.8,20060101,20200212
720343,54852,WAUPACA MUNICIPAL AIRPORT,US,WI,KPCZ,44.333,-89.02,251.8,20060101,20200211
720344,54920,CHEROKEE MUNICIPAL AIRPORT/,US,IA,KCKP,42.732,-95.556,373.7,20060101,20200211
720345,94086,RALPH WENZ FIELD AIRPORT,US,WY,KPNA,42.796,-109.807,2159.8,20060101,20200212
720346,53991,ALLEN PARISH AIRPORT,US,LA,KACP,30.75,-92.688,32.6,20050408,20200211
720347,63877,GREENE COUNTY REGIONAL AIRPORT,US,GA,K3J7,33.598,-83.139,206.4,20060101,20200212
720348,63886,BALDWIN COUNTY AIRPORT,US,GA,KMLJ,33.154,-83.241,117,20060101,20200211
720351,54919,OSKALOOSA MUNICIPAL AIRPORT,US,IA,KOOA,41.226,-92.491,256,20060101,20200211
720353,63875,MIDDLESBORO-BELL COUNTY AIRPORT,US,KY,K1A6,36.611,-83.738,351.7,20060101,20200211
720354,63901,ALTUS/QUARTZ MOUNTAIN REGIONAL AIRPORT,US,OK,KAXS,34.699,-99.338,436.8,20050524,20200211
720355,3732,GREATER CUMBERLAND REGIONAL AIRPORT,US,MD,KCBE,39.6,-78.767,236.2,20060428,20200212
720356,13999,CLINTON REGIONAL AIRPORT,US,OK,KCLK,35.538,-98.933,492.6,20050611,20200211
720357,53993,CUSHING MUNICIPAL AIRPORT,US,OK,KCUH,35.95,-96.773,279.2,20060101,20200211
720358,53999,EL RENO REGIONAL AIRPORT,US,OK,KRQO,35.473,-98.006,431.9,20050817,20200211
720359,23902,SEMINOLE MUNICIPAL AIRPORT,US,OK,KSRE,35.275,-96.675,312.1,20050611,20200211
720361,63870,FLORALA MUNI,US,AL,K0J4,31.043,-86.312,95.7,20060511,20200211
720362,63874,MAC CRENSHAW MEMORIAL AIRPORT,US,AL,KPRN,31.846,-86.611,137.5,20060901,20200211
720363,63872,WEEDON FIELD AIRPORT,US,AL,KEUF,31.951,-85.129,86.9,20060901,20190304
720365,24267,BROOKINGS AIRPORT,US,OR,KBOK,42.074,-124.29,139.9,20050802,20200210
720366,63879,BRAXTON CO,US,WV,K48I,38.687,-80.652,388.6,20060101,20090815
720367,54927,PAYNESVILLE MUNICIPAL AP,US,MN,KPEX,45.372,-94.746,359.7,20050812,20200212
720368,54924,SLAYTON MUNICIPAL AIRPORT,US,MN,KDVP,43.987,-95.783,494.7,20050811,20200211
720369,4135,DRIGGS-REED MEMORIAL AIRPORT,US,ID,KDIJ,43.743,-111.098,1898.6,20061024,20200211
720371,54850,HREE RIVERS MUNICIPAL DR HAINES AIRPORT,US,MI,KHAI,41.96,-85.593,251.2,20061024,20200211
720373,92824,PLANT CITY MUNICIPAL AIRPORT,US,FL,KPCM,28,-82.164,46.9,20061024,20200212
720374,92825,PETER O KNIGHT AIRPORT,US,FL,KTPF,27.916,-82.449,2.4,20061024,20200211
720375,54844,DRUMMOND ISLAND AIRPORT,US,MI,KDRM,46.007,-83.743,202.7,20060831,20200211
720376,63880,THE ALBERTVILLE MUNI ARPT-THOMAS J BRUMLIK FLD,US,AL,K8A0,34.229,-86.256,314.6,20060403,20200212
720377,13917,NEWPORT MUNI,US,AR,KM19,35.633,-91.167,0,20060501,20200212
720378,122,NEW CASTLE MUNICIPAL AIRPORT,US,PA,KUCP,41.033,-80.417,327.1,20060501,20200212
720379,63882,WAYNE COUNTY AIRPORT,US,KY,KEKQ,36.855,-84.856,293.5,20060501,20200212
720381,63885,JACK EDWARDS AIRPORT,US,AL,KJKA,30.291,-87.672,4.9,20060501,20200212
720382,123,ST MICHAEL AIRPORT,US,AK,PAMK,63.49,-162.11,28,20060501,20200211
720383,53847,WHITING FIELD NAVAL AIR STATION-SOUTH,US,FL,KNDZ,30.704,-87.023,54.3,20070116,20200212
720384,124,BAY BRIDGE AIRPORT,US,MD,KW29,38.967,-76.333,5.2,20070401,20200212
720385,419,BERTHOUD PASS,US,CO,K0CO,39.8,-105.766,4113.3,20070401,20200211
720386,125,WILLMAR MUNICIPAL AIRPORT JOHN L RICE FIELD,US,MN,KBDH,45.117,-95.133,344.1,20070724,20200212
720388,469,PIERCE COUNTY AIRPORT THUN FIELD,US,WA,KPLU,47.104,-122.287,164.3,20070401,20200211
720391,127,BEEVILLE MUNICIPAL AIRPORT,US,TX,KBEA,28.35,-97.717,82.3,20070625,20200212
720392,128,HOMERVILLE AIRPORT,US,GA,KHOE,31.056,-82.767,57.3,20070521,20200211
720393,129,HEREFORD MUNICIPAL AIRPORT,US,TX,KHRX,34.85,-102.333,1153.1,20070521,20200211
720394,428,DEXTER B FLORENCE MEMORIAL FIELD AIRPORT,US,AR,KADF,34.1,-93.066,55.8,20130501,20200212
720395,130,PLEASANTON MUNICIPAL AIRPORT,US,TX,KPEZ,28.95,-98.517,131.1,20070521,20200211
720397,131,OHIO UNIVERSITY AIRPORT SNYDER FIELD,US,OH,KUNI,39.217,-82.233,233.2,20070521,20200212
720401,133,CLINTON MUNICIPAL AIRPORT,US,AR,KCCA,35.6,-92.45,157.3,20070628,20200212
720404,134,KICKAPOO DOWNTOWN AIRPORT,US,TX,KCWC,33.85,-98.483,304.2,20071114,20200211
720405,436,BLAIR MUNICIPAL AIRPORT,US,NE,KBTA,41.412,-96.109,395.9,20090101,20200211
720406,135,GNOSS FIELD AIRPORT,US,CA,KDVO,38.15,-122.55,1.2,20140731,20200211
720407,462,OCEAN COUNTY AIRPORT,US,NJ,KMJX,39.928,-74.292,25,20071114,20200212
720408,136,CHESTER COUNTY GO CARLSON AIRPORT,US,PA,KMQS,39.983,-75.867,201.2,20071203,20200212
720411,137,ANGEL FIRE AIRPORT,US,NM,KAXX,36.422,-105.29,2554.2,20090101,20200212
720412,54943,PERRY MUNICIPAL AIRPORT,US,IA,KPRO,41.828,-94.16,308.8,20090101,20200211
720413,138,POSEY FIELD AIRPORT,US,AL,K1M4,34.267,-87.6,284.1,20090101,20200212
720414,139,KNOX COUNTY AIRPORT,US,OH,K4I3,40.333,-82.517,363,20090101,20200212
720415,140,FREMONT MUNICIPAL AIRPORT,US,MI,KFFX,43.433,-86,253.3,20090101,20200211
720422,3037,SHALTZ FIELD AIRPORT,US,KS,KCBK,39.428,-101.046,971.1,20120403,20200211
720426,141,INDEPENDENT MUNICIPAL AIRPORT,US,KS,KIDP,37.158,-95.778,251.2,20100604,20200212
720436,142,ATKINSON MUNICIPAL AIRPORT,US,KS,KPTS,37.45,-94.733,290.2,20100113,20200212
720437,143,CHEYENNE COUNTY MUNICIPAL AIRPORT,US,KS,KSYF,39.767,-101.8,1040.3,20120423,20200211
720447,437,KYLE OAKLEY FIELD AIRPORT,US,KY,KCEY,36.665,-88.373,176.2,20101109,20200210
720448,144,STUART POWELL FIELD AIRPORT,US,KY,KDVK,37.578,-84.77,312.1,20090101,20200212
720455,145,MADISON AIRPORT,US,KY,KI39,37.633,-84.333,305.1,20101216,20200210
720456,146,MOUNT STERLING MONTGOMERY COUNTY AIRPORT,US,KY,KIOB,38.067,-83.983,311.2,20120531,20200212
720458,476,BIG SANDY REGIONAL AIRPORT,US,KY,KSJS,37.751,-82.637,372.5,20120531,20200212
720467,148,GEORGE R CARR MEMORIAL AIR FIELD,US,LA,KBXA,30.817,-89.867,36.6,20120824,20200211
720468,466,ST LANDRY PARISH AIRPORT AHART FIELD,US,LA,KOPL,30.558,-92.099,23.2,20130502,20200211
720476,455,HANNIBAL REGIONAL AIRPORT,US,MO,KHAE,39.725,-91.444,234.7,20121115,20200211
720479,149,MONETT MUNICIPAL AIRPORT,US,MO,KHFJ,36.9,-94.017,401.1,20090201,20200212
720481,3817,MALDEN FAA AIRPORT,US,MO,KMAW,36.6,-89.983,92.1,20190516,20200211
720491,150,GWINNER ROGER MELROE FIELD AIRPORT,US,ND,KGWR,46.217,-97.633,386.2,20140701,20200211
720492,151,CALEDONIA COUNTY AIRPORT,US,VT,KCDA,44.567,-72.017,362.1,20090101,20200211
720493,54758,NEWPORT AP,US,VT,KEFK,44.883,-72.233,278.9,20090101,20200212
720494,152,FRANKLIN COUNTY STATE AIRPORT,US,VT,KFSO,44.933,-73.1,70.1,20080401,20200212
720498,153,CHESTERFIELD COUNTY AIRPORT,US,VA,KFCI,37.4,-77.517,72.2,20100517,20200212
720499,154,HAMPTON ROADS EXECUTIVE AIRPORT,US,VA,KPVG,36.783,-76.45,7,20110503,20200211
720501,155,TAPPAHANNOCK ESSEX COUNTY AIRPORT,US,VA,KXSA,37.85,-76.883,41.2,20090101,20200212
720505,156,WALKER COUNTY AIRPORT BEVILL FIELD,US,AL,KJFX,33.902,-87.314,147.2,20110207,20200212
720517,24165,KEMMERER MUNICIPAL AIRPORT,US,WY,KEMM,41.824,-110.557,2220.5,20130627,20200211
720518,449,FORT BRIDGER AIRPORT,US,WY,KFBR,41.393,-110.406,2145.5,20130801,20190521
720521,475,SHIVELY FIELD AIRPORT,US,WY,KSAA,41.444,-106.828,2138.5,20130502,20200212
720522,443,DUBOIS MUNICIPAL AIRPORT,US,WY,KDUB,43.548,-109.69,2224.1,20130514,20200211
720528,3064,CENTRAL COLORADO REGIONAL AP,US,CO,KAEJ,38.698,-106.07,2421.9,20100401,20200212
720529,429,HOPKINS FIELD AIRPORT,US,CO,KAIB,38.239,-108.563,1810.5,20121206,20200211
720531,158,BLAKE FIELD AIRPORT,US,CO,KAJZ,38.783,-108.067,1583.1,20120209,20200211
720532,159,HARRIET ALEXANDER FIELD AIRPORT,US,CO,KANK,38.533,-106.05,2294.2,20091121,20200211
720533,160,BOULDER MUNICIPAL AIRPORT,US,CO,KBDU,40.033,-105.217,1612.1,20100201,20200212
720534,161,ERIE MUNICIPAL AIRPORT,US,CO,KEIK,40.017,-105.05,1564.2,20140701,20200212
720535,162,FORT MORGAN MUNICIPAL AIRPORT,US,CO,KFMM,40.333,-103.8,1393.2,20120726,20200211
720537,163,HOLYOKE AIRPORT,US,CO,KHEQ,40.567,-102.267,1137.2,20101129,20200211
720538,164,VANCE BRAND AIRPORT,US,CO,KLMO,40.167,-105.167,1541.1,20101202,20200212
720539,165,STEVENS FIELD AIRPORT,US,CO,KPSO,37.283,-107.05,2335.1,20091001,20200211
720541,53806,OXFORD UNIV,US,MS,KUOX,34.383,-89.55,137.8,20090101,20200212
720542,166,LAGO VISTA RUSTY ALLEN AIRPORT,US,TX,KRYW,30.5,-97.967,375.2,20090101,20200211
720543,167,DE KALB COUNTY AIRPORT,US,IN,KGWB,41.3,-85.067,268.2,20090101,20200212
720544,168,STERLING MUNICIPAL AIRPORT,US,CO,KSTK,40.617,-103.267,1231.1,20101129,20200211
720545,169,CHESTER AIRPORT,US,CT,KSNC,41.384,-72.506,127.1,20090101,20200212
720549,171,CARSON AIRPORT,US,NV,KCXP,39.183,-119.733,1432.3,20100714,20200211
720558,3977,ELK CITY MUNICIPAL AP,US,OK,KELK,35.433,-99.4,610.2,20140530,20200211
720559,172,STAN STAMPER MUNICIPAL AIRPORT,US,OK,KHHW,34.033,-95.533,174,20120202,20190613
720561,467,WILLIAM R POUGE MUNICIPAL AIRPORT,US,OK,KOWP,36.175,-96.152,272.2,20130822,20200211
720567,24180,BRIGHAM CITY AIRPORT,US,UT,KBMC,41.552,-112.062,1288.1,20140724,20200211
720575,173,INDIANAPOLIS EXECUTIVE AIRPORT,US,IN,KTYQ,40.031,-86.251,281,20140101,20200211
720576,174,UNIVERSITY AIRPORT,US,CA,KEDU,38.533,-121.783,21,20090102,20200211
720577,175,RUSK COUNTY AIRPORT,US,TX,KRFI,32.15,-94.85,135,20090109,20200211
720578,176,STEPHENS COUNTY AIRPORT,US,TX,KBKD,32.717,-98.892,391.1,20090101,20200212
720581,178,LINDEN AIRPORT,US,NJ,KLDJ,40.617,-74.25,7,20170101,20200212
720584,181,ZAPATA COUNTY AIRPORT,US,TX,KAPY,26.967,-99.25,129.2,20090101,20200211
720586,183,PLATTEVILLE MUNICIPAL AIRPORT,US,WI,KPVB,42.683,-90.45,312.1,20090101,20200211
720587,184,ABBEVILLE CHRIS CRUSTA MEMORIAL AIRPORT,US,LA,KIYA,29.976,-92.084,15.2,20090101,20200212
720589,185,SHAWANO MUNICIPAL AIRPORT,US,WI,KEZS,44.783,-88.55,248.1,20090201,20200211
720592,186,H L SONNY CALLAHAN AIRPORT,US,AL,KCQF,30.46,-87.877,28,20090101,20200212
720593,187,STARKE COUNTY AIRPORT,US,IN,KOXI,41.333,-86.667,208.2,20090101,20200205
720594,188,HOUSTON DUNN HELISTOP,US,TX,KMCJ,29.717,-95.383,69.2,20090101,20200211
720596,189,NEWBERRY COUNTY AIRPORT,US,SC,KEOE,34.3,-81.633,173.1,20090105,20200212
720597,190,LAURENS COUNTY AIRPORT,US,SC,KLUX,34.5,-81.95,212.1,20090105,20200212
720598,191,BERKELEY COUNTY AIRPORT,US,SC,KMKS,33.183,-80.033,22.3,20090105,20200211
720599,192,CHESTER CATAWBA REGIONAL AIRPORT,US,SC,KDCM,34.783,-81.2,200.3,20090105,20200212
720601,193,AIKEN MUNICIPAL AIRPORT,US,SC,KAIK,33.65,-81.683,161.2,20090105,20200212
720602,194,BARNWELL REGIONAL AIRPORT,US,SC,KBNL,33.25,-81.383,75.3,20090105,20200211
720603,195,WOODWARD FIELD AIRPORT,US,SC,KCDN,34.283,-80.567,92.1,20090105,20200212
720604,196,WILLIAMSBURG REGIONAL AIRPORT,US,SC,KCKI,33.717,-79.85,20.1,20090105,20200211
720605,197,CHERAW MUNICIPAL LYNCH BELLINGER FIELD,US,SC,KCQW,34.717,-79.95,73.2,20090105,20200212
720606,198,CHARLESTON EXECUTIVE AIRPORT,US,SC,KJZI,32.701,-80.003,5.2,20130101,20200212
720607,199,LANCASTER COUNTY MC WHIRTER FIELD AIRPORT,US,SC,KLKR,34.717,-80.85,148.1,20090105,20200212
720608,200,MARION COUNTY AIRPORT,US,SC,KMAO,34.181,-79.335,28,20090105,20200211
720609,201,LOWCOUNTRY REGIONAL AIRPORT,US,SC,KRBW,32.917,-80.633,31.1,20130101,20200211
720611,202,SUMTER AIRPORT,US,SC,KSMS,34,-80.367,55.2,20090105,20200211
720612,203,BEAUFORT COUNTY AIRPORT,US,SC,KARW,32.412,-80.634,38.1,20090120,20200211
720613,204,CONWAY HORRY COUNTY AIRPORT,US,SC,KHYW,33.828,-79.122,10.1,20090510,20200211
720614,205,LINCOLN REGIONAL AIRPORT KARL HARDER FIELD,US,CA,KLHM,38.909,-121.351,37.2,20090510,20200211
720615,206,COLUMBIA AIRPORT,US,CA,KO22,38.033,-120.417,646.2,20090120,20200211
720616,207,BRANSON AIRPORT,US,MO,KBBG,36.533,-93.2,397.2,20090201,20200212
720617,208,HOUSTON EXECUTIVE AIRPORT,US,TX,KTME,29.8,-95.9,51.2,20090204,20200212
720624,211,MADISON MUNICIPAL AIRPORT,US,SD,KMDS,44.016,-97.086,523,20090312,20200211
720625,212,BLACKWELL TONKAWA MUNICIPAL AIRPORT,US,OK,KBKN,36.75,-97.35,314.3,20090312,20200211
720626,213,PAMPA MESA VISTA AIRPORT,US,TX,KBPC,35.883,-101.033,845.2,20090326,20200211
720627,214,STIGLER REGIONAL AIRPORT,US,OK,KGZL,35.283,-95.1,183.2,20090312,20200211
720628,215,CLARENCE E PAGE MUNICIPAL AIRPORT,US,OK,KRCE,35.483,-97.817,413,20090326,20200211
720629,216,JACK BARSTOW AIRPORT,US,MI,KIKW,43.663,-84.261,194.2,20090406,20200211
720631,217,MARLBORO COUNTY JETPORT H E AVENT FIELD,US,SC,KBBP,34.617,-79.733,45.1,20090420,20200212
720632,218,SUMMERVILLE AIRPORT,US,SC,KDYB,33.063,-80.279,17.1,20090404,20200211
720633,219,HARTSVILLE REGIONAL AIRPORT,US,SC,KHVS,34.4,-80.117,111.3,20090403,20200211
720634,220,FAIRFIELD COUNTY AIRPORT,US,SC,KFDW,34.315,-81.109,176.2,20090421,20200212
720635,221,H A CLARK MEMORIAL FIELD AIRPORT,US,AZ,KCMR,35.3,-112.2,2035.2,20090508,20200211
720636,222,CLINTON MEMORIAL AIRPORT,US,MO,KGLY,38.35,-93.683,251.2,20090511,20200211
720637,223,HOUSTON SOUTHWEST AIRPORT,US,TX,KAXH,29.5,-95.477,21,20090601,20200212
720638,224,BEND MUNICIPAL AIRPORT,US,OR,KBDN,44.095,-121.2,1055.2,20090524,20200211
720639,225,HORSESHOE BAY RESORT AIRPORT,US,TX,KDZB,30.533,-98.367,333.2,20090605,20200211
720643,54940,FOREST CITY MUNICIPAL AIRPORT,US,IA,KFXY,43.235,-93.624,374.6,20090714,20200211
720644,226,BUCKEYE MUNICIPAL AIRPORT,US,AZ,KBXK,33.417,-112.683,311.2,20130101,20200211
720645,227,PLACERVILLE AIRPORT,US,CA,KPVF,38.717,-120.75,787.3,20090711,20200211
720646,228,HALF MOON BAY AIRPORT,US,CA,KHAF,37.513,-122.501,20.1,20090717,20200211
720647,229,LAMPASAS AIRPORT,US,TX,KLZZ,31.106,-98.196,370,20090719,20191201
720648,230,AUSTIN EXECUTIVE AIRPORT,US,TX,KEDC,30.395,-97.567,188.1,20090722,20200211
720649,231,HALIFAX NORTHAMPTON REGIONAL AIRPORT,US,NC,KIXA,36.33,-77.635,44.2,20090722,20200210
720651,232,UNION COUNTY AIRPORT,US,OH,KMRT,40.225,-83.352,311.2,20090721,20200211
720652,433,BRIDGEPORT SONORA JUNCTION,US,CA,KBAN,38.356,-119.519,2057.1,20090827,20200211
720655,235,CRYSTAL RIVER AIRPORT,US,FL,KCGC,28.867,-82.567,3.1,20090812,20200211
720659,239,OZONA MUNICIPAL AIRPORT,US,TX,KOZA,30.735,-101.203,726,20091118,20200211
720664,242,INDEPENDENCE OIL PLATFORM,US,LA,KIPN,28.083,-87.983,224,20091229,20160616
720665,243,MAGNOLIA OIL PLATFORM,US,LA,KGBK,27.2,-92.2,224,20091229,20200212
720666,244,SHIP SHOAL OIL PLATFORM,US,LA,KSPR,28.6,-91.2,224,20091229,20200212
720668,246,EAST BREAKS OIL PLATFORM,US,TX,KEMK,27.817,-94.317,224,20091229,20200212
720669,247,GUNNISON OIL PLATFORM,US,TX,KGUL,27.3,-93.533,224,20091229,20200212
720671,248,JESUP WAYNE COUNTY AIRPORT,US,GA,KJES,31.554,-81.883,33.2,20100112,20200211
720672,485,FLAGLER COUNTY AIRPORT,US,FL,KXFL,29.467,-81.206,10.1,20091103,20200211
720674,249,WEST GEORGIA REGIONAL AIRPORT O V GRAY FIELD,US,GA,KCTJ,33.633,-85.15,354.2,20100129,20200212
720699,3724,CARROLL CO RGNL/JJACK B POAGE FIELD AIRPORT,US,MD,KDMW,39.608,-77.008,240.5,20110101,20200212
720701,54942,OSCEOLA MUNICIPAL AIRPORT,US,IA,KI75,41.052,-93.689,339.9,20100304,20200211
720712,250,HENRY TIFT MYERS AIRPORT,US,GA,KTMA,31.429,-83.489,108.2,20100804,20200211
720713,251,DARKE COUNTY AIRPORT,US,OH,KVES,40.204,-84.532,307.2,20100308,20200211
720714,252,PAULDING NORTHWEST ATLANTA AIRPORT,US,GA,KPUJ,33.912,-84.941,393.2,20100425,20200211
720717,442,WEST DELTA 27A,US,MS,KDLP,29.117,-89.55,36.3,20100503,20200212
720718,253,MISSISSIPPI CANYON 311 A,US,LA,KMDJ,28.643,-89.794,224,20100503,20200101
720719,254,EAST CAMERON 278 OIL PLATFORM,US,LA,KEHC,28.433,-92.883,224,20100503,20180920
720721,255,SABINE OIL PLATFORM,US,LA,KVBS,29.483,-93.633,224,20100503,20190301
720722,256,SOUTH MARSH 268 OIL PLATFORM,US,LA,KSCF,29.117,-91.867,224,20100503,20200212
720723,257,VERMILLION 26 OIL PLATFORM,US,LA,KVNP,29.467,-92.367,224,20100503,20130425
720725,434,BRAZOS 133B,US,TX,KBBF,28.058,-95.872,0,20100507,20200212
720726,259,GALVESTON 424 OIL PLATFORM,US,TX,KGVX,28.577,-94.977,0.3,20100507,20160304
720727,260,HIGH ISLAND 376,US,TX,KHQI,27.962,-93.671,0.3,20100507,20200212
720729,435,BRAZOS 451 OILP,US,TX,KBQX,28.5,-95.716,34.1,20100518,20200212
720731,261,MUSTANG ISLAND 31,US,TX,KMIU,27.283,-96.733,0.3,20100518,20131023
720734,264,NAMPA MUNICIPAL AIRPORT,US,ID,KMAN,43.581,-116.523,773.3,20100514,20200211
720735,73805,NORTHWEST FLORIDA BEACHES INTL ARPT,US,FL,KECP,30.349,-85.788,17.4,20110301,20200212
720736,265,FULTON COUNTY AIRPORT,US,IN,KRCR,41.066,-86.182,241.1,20100607,20200211
720737,266,CARRINGTON MUNICIPAL AIRPORT,US,ND,K46D,47.451,-99.151,490.1,20100610,20200211
720738,267,THOMASVILLE REGIONAL AIRPORT,US,GA,KTVI,30.902,-83.881,80.2,20100610,20200212
720739,268,MINDEN AIRPORT,US,LA,KMNE,32.646,-93.298,85,20110501,20200211
720741,269,BOULDER MUNICIPAL AIRPORT,US,NV,KBVU,35.947,-114.861,671.2,20100624,20200211
720742,270,FAITH RANCH AIRPORT,US,TX,KFTN,28.209,-100.019,236.2,20100630,20200211
720743,418,SOUTH PADRE ISLAND HELIPORT,US,TX,KSPL,26.067,-97.15,4.3,20100630,20170103
720744,271,PICKENS COUNTY AIRPORT,US,SC,KLQK,34.817,-82.7,309.1,20100721,20200212
720745,272,BOOMVANG SPUR OIL PLATFORM,US,,KVAF,27.35,-94.633,101.2,20100727,20200212
720749,24255,WHIDBEY ISLAND NAS,US,WA,KNUW,48.35,-122.667,14.3,20050101,20200211
720768,274,LEE COUNTY AIRPORT,US,VA,K0VG,36.654,-83.218,430.1,20100921,20200211
720769,275,GEORGE M BRYAN AIRPORT,US,MS,KSTF,33.433,-88.849,101.2,20130101,20200212
720771,276,COLEMAN MUNICIPAL AIRPORT,US,TX,KCOM,31.841,-99.404,517.3,20100930,20200211
720779,461,MEXIA LIMESTONE COUNTY AIRPORT,US,TX,KLXY,31.641,-96.514,166.1,20130829,20200211
720787,278,JOHN BELL WILLIAMS AIRPORT,US,MS,KJVW,32.304,-90.411,75.3,20110402,20200211
720839,279,RENO STEAD AIRPORT,US,NV,KRTS,39.667,-119.876,1540.2,20110921,20200211
720852,280,MEADOW LAKE AIRPORT,US,CO,KFLY,38.946,-104.57,2095.2,20101201,20200212
720853,281,ROLLA MUNICIPAL AIRPORT,US,ND,K06D,48.884,-99.621,555,20101118,20200211
720854,282,BEACH AIRPORT,US,ND,K20U,46.925,-103.982,840,20101118,20200211
720855,283,CAVALIER MUNICIPAL AIRPORT,US,ND,K2C8,48.784,-97.632,272.2,20101118,20200211
720856,284,SCOTTSBORO MUNICIPAL AIRPORT WORD FIELD,US,AL,K4A6,34.689,-86.006,198.1,20101130,20200212
720858,285,CANDO MUNICIPAL AIRPORT,US,ND,K9D7,48.48,-99.236,450.2,20101118,20200211
720859,286,BLACK RIVER FALLS AREA AIRPORT,US,WI,KBCK,44.251,-90.855,255.1,20101118,20200212
720861,287,CROSBY MUNICIPAL AIRPORT,US,ND,KD50,48.929,-103.297,594.1,20101118,20200211
720863,289,TIOGA MUNICIPAL AIRPORT,US,ND,KD60,48.381,-102.898,691,20101118,20200211
720864,290,TARBORO EDGECOMBE AIRPORT,US,NC,KETC,35.937,-77.547,16.2,20101122,20200211
720865,291,HUTSON FIELD AIRPORT,US,ND,KGAF,48.405,-97.371,251.2,20101118,20200211
720866,292,MERCER COUNTY REGIONAL AIRPORT,US,ND,KHZE,47.29,-101.581,553.2,20101118,20200211
720867,293,RUGBY MUNICIPAL AIRPORT,US,ND,KRUG,48.39,-100.024,472.1,20101210,20200211
720868,294,WATFORD CITY MUNICIPAL AIRPORT,US,ND,KS25,47.796,-103.254,643.1,20101210,20200114
720869,295,JESSE VIERTEL MEMORIAL AIRPORT,US,MO,KVER,38.947,-92.683,218.2,20101203,20200211
720871,296,MANDAN MUNICIPAL AIRPORT,US,ND,KY19,46.768,-100.894,593.1,20101118,20200211
720887,297,MANITOWISH WATERS AIRPORT,US,WI,KD25,46.117,-89.883,491,20111215,20200205
720902,298,DUPONT LAPEER AIRPORT,US,MI,KD95,43.067,-83.267,254.2,20130101,20200211
720903,441,DAVIESS COUNTY AIRPORT,US,IN,KDCY,38.7,-87.13,143.3,20130826,20200211
720904,299,DELAND MUNICIPAL AIRPORT SIDNEY H TAYLOR FIELD,US,FL,KDED,29.067,-81.283,24.1,20120209,20200211
720909,300,STANLEY MUNICIPAL AIRPORT,US,ND,K08D,48.301,-102.406,684.3,20101207,20200211
720911,301,BARNES COUNTY MUNICIPAL AIRPORT,US,ND,KBAC,46.942,-98.018,427,20101215,20200211
720912,302,VIOSCA KNOLL 768 OIL PLATFORM,US,AL,KVOA,29.233,-87.783,53,20110112,20200212
720913,303,SALSA,US,LA,KGHB,27.833,-91.983,30.2,20110113,20200212
720914,304,EUGENE ISLAND OIL PLATFORM,US,LA,KEIR,28.633,-91.483,28,20110113,20200212
720915,305,EAST CAMERON 47 OIL PLATFORM,US,LA,KCMB,29.433,-92.983,29.3,20110113,20120803
720916,453,GREEN CANYON 338,US,LA,KGRY,27.63,-90.45,58.2,20110113,20200212
720917,306,HIGH ISLAND 179 OIL PLATFORM,US,TX,KXIH,29.183,-94.517,75.3,20110113,20200212
720918,307,MAIN PASS 140B,US,LA,KMIS,29.296,-88.842,25,20110113,20200212
720919,308,NORTH PADRE ISLAND,US,TX,KOPM,26.833,-96.933,25.3,20110113,20141031
720921,309,WEST CAMERON 368 A OIL PLATFORM,US,TX,KCRH,28.917,-93.3,34.1,20110113,20151014
720923,310,BOUNDARY COUNTY AIRPORT,US,ID,K65S,48.726,-116.295,711.1,20110118,20200211
720924,311,ROSCOE TURNER AIRPORT,US,MS,KCRX,34.915,-88.604,130.2,20110125,20200212
720925,312,ATLANTIS OIL PLATFORM,US,LA,KATP,27.2,-90.033,50.3,20110310,20200212
720926,313,BEAUMONT MUNICIPAL AIRPORT,US,TX,KBMT,30.071,-94.216,10.1,20110310,20200212
720927,314,FLETCHER FIELD AIRPORT,US,MS,KCKM,34.3,-90.512,53,20110311,20200212
720928,315,DELAWARE MUNICIPAL JIM MOORE FIELD AIRPORT,US,OH,KDLZ,40.28,-83.115,288,20110315,20200212
720929,316,CUMERLAND MUNICIPAL AIRPORT,US,WI,KUBE,45.506,-91.981,378.3,20110309,20200211
720932,317,BROOKHAVEN LINCOLN COUNTY AIRPORT,US,MS,K1R7,31.606,-90.409,149.1,20110402,20200211
